OPW,FYOP,Opuwa Airport[1],"Opuwo, Namibia",,
ORA,SASO,Orán Airport,"Orán, Salta, Argentina",,
ORB,ESOE,Örebro Airport,"Örebro, Sweden",,
ORC,SKOE,Orocue Airport[1],"Orocué, Colombia",,
ORD,KORD,O'Hare International Airport,"Chicago, Illinois, United States",UTC−06:00,Mar-Nov
ORE,LFOZ,Orléans – Saint-Denis-de-l'Hôtel Airport[1],"Orléans, Centre-Val de Loire, France",,
ORF,KORF,Norfolk International Airport,"Norfolk, Virginia, United States",,
ORG,SMZO,Zorg en Hoop Airport,"Paramaribo, Suriname",,
ORH,KORH,Worcester Regional Airport,"Worcester, Massachusetts, United States",,
ORI,KORI,Port Lions Airport,"Port Lions, Alaska, United States",,
ORJ,SYOR,Orinduik Airport,"Orinduik, Guyana",,
ORK,EICK,Cork Airport,"Cork, Ireland",,
ORL,KORL,Orlando Executive Airport,"Orlando, Florida, United States",,
ORM,EGBK,Sywell Aerodrome,"Northampton, England, United Kingdom",,
ORN,DAOO,Oran Es Sénia Airport,"Oran, Algeria",,
ORO,MHYR,Yoro Airport[1],"Yoro, Honduras",,
ORP,FBOR,Orapa Airport[1],"Orapa, Botswana",,
ORR,YYOR,Yorketown Airport,"Yorketown, South Australia, Australia",,
ORS,,Orpheus Island Resort Waterport,"Orpheus Island, Queensland, Australia",,
ORT,PAOR,Northway Airport,"Northway, Alaska, United States",,
ORU,SLOR,Juan Mendoza Airport,"Oruro, Bolivia",,
ORV,PFNO,Robert (Bob) Curtis Memorial Airport (FAA: D76),"Noorvik, Alaska, United States",,
ORW,OPOR,Ormara Airport[1],"Ormara, Pakistan",,
ORX,SNOX,Oriximiná Airport[1],"Oriximiná, Pará, Brazil",,
ORY,LFPO,Orly Airport,"Paris, Île-de-France, France",,
ORZ,MZTH,Orange Walk Airport[1],"Orange Walk Town, Belize",,
OSA[1],,metropolitan area1,"Osaka, Honshu, Japan",,
OSB,,Grand Glaize-Osage Beach Airport (FAA: K15),"Osage Beach, Missouri, United States",,
OSC,KOSC,Oscoda–Wurtsmith Airport,"Oscoda, Michigan, United States",,
OSD,ESNZ,Åre Östersund Airport,"Östersund, Sweden",,
OSE,,Omora Airport[1],"Omora, Papua New Guinea",,
OSF,UUMO,Ostafyevo International Airport,"Moscow / Podolsk, Moscow Oblast, Russia",,
OSG,,Ossima Airport[1],"Ossima, Papua New Guinea",,
OSH,KOSH,Wittman Regional Airport,"Oshkosh, Wisconsin, United States",,
OSI,LDOS,Osijek Airport,"Osijek, Croatia",,
OSK,ESMO,Oskarshamn Airport,"Oskarshamn, Sweden",,
OSL,ENGM,"Oslo Airport, Gardermoen","Oslo, Norway",,
OSM,ORBM,Mosul International Airport[1],"Mosul, Iraq",,
OSN,RKSO,Osan Air Base[1],"Osan, South Korea",,
OSO,YOSB,Osborne Mine Airport[1],"Osborne Mine, Queensland, Australia",,
OSR,LKMT,Leoš Janáček Airport Ostrava,"Ostrava, Czech Republic",,
OSS,UAFO,Osh Airport,"Osh, Kyrgyzstan",,
OST,EBOS,Ostend–Bruges International Airport,"Ostend / Bruges, Belgium",,
OSU,KOSU,Ohio State University Airport,"Columbus, Ohio, United States",,
OSW,UWOR,Orsk Airport,"Orsk, Orenburg Oblast, Russia",,
OSX,KOSX,Kosciusko-Attala County Airport,"Kosciusko, Mississippi, United States",,
OSY,ENNM,"Namsos Airport, Høknesøra","Namsos, Norway",,
OSZ,EPKZ,Koszalin-Zegrze Pomorskie Airport[1],"Koszalin, Poland",,
OTA,,Mota Airport[1],"Mota, Ethiopia",,
OTC,FTTL,Bol-Bérim Airport,"Bol, Chad",,
OTD,,Contadora Airport,"Contadora Island, Panama",,
OTG,KOTG,Worthington Municipal Airport,"Worthington, Minnesota, United States",,
OTH,KOTH,Southwest Oregon Regional Airport,"North Bend, Oregon, United States",,
OTI,WAMR,Pitu Airport[1],"Morotai Island, Indonesia",,
OTJ,FYOW,Otjiwarongo Airport[1],"Otjiwarongo, Namibia",,
OTK,KTMK,Tillamook Airport[1] (FAA: TMK),"Tillamook, Oregon, United States",,
OTL,GQNB,Boutilimit Airport,"Boutilimit, Mauritania",,
OTM,KOTM,Ottumwa Regional Airport,"Ottumwa, Iowa, United States",,
OTN,,Ed-Air Airport (FAA: 2IG4),"Oaktown, Indiana, United States",,
OTP,LROP,Henri Coandă International Airport,"Bucharest, Romania",,
OTR,MRCC,Coto 47 Airport,"Coto 47, Costa Rica",,
OTS,,Anacortes Airport (FAA: 74S),"Anacortes, Washington, United States",,
OTT,,Andre Maggi Airport[1],"Cotriguaçu, Mato Grosso, Brazil",,
OTU,SKOT,Otú Airport[1],"Remedios, Colombia",,
OTV,AGGQ,Ontong Java Airport[1],"Ontong Java Atoll, Solomon Islands",,
OTY,,Oria Airport[1],"Oria, Papua New Guinea",,
OTZ,PAOT,Ralph Wien Memorial Airport,"Kotzebue, Alaska, United States",,
OUA,DFFD,Ouagadougou Airport,"Ouagadougou, Burkina Faso",,
OUD,GMFO,Angads Airport,"Oujda, Morocco",,
OUE,FCOU,Ouésso Airport[1],"Ouésso, Republic of the Congo",,
OUG,DFCC,Ouahigouya Airport,"Ouahigouya, Burkina Faso",,
OUH,FAOH,Oudtshoorn Airport[1],"Oudtshoorn, South Africa",,
OUK,,Out Skerries Airport[1],"Out Skerries, Scotland, United Kingdom",,
OUL,EFOU,Oulu Airport,"Oulu, Finland",,
OUM,,Oum Hadjer Airport,"Oum Hadjer, Chad",,
OUN,KOUN,University of Oklahoma Westheimer Airport (Max Westheimer Airport),"Norman, Oklahoma, United States",,
OUR,FKKI,Batouri Airport,"Batouri, Cameroon",,
OUS,SDOU,Jornalista Benedito Pimentel–Ourinhos State Airport[1],"Ourinhos, São Paulo, Brazil",,
OUT,FTTS,Bousso Airport,"Bousso, Chad",,
OUU,,Ouanga Airport[1],"Ouanga, Gabon",,
OUZ,GQPZ,Tazadit Airport,"Zouerate, Mauritania",,
OVA,FMSL,Bekily Airport[1],"Bekily, Madagascar",,
OVB,UNNT,Tolmachevo Airport,"Novosibirsk, Novosibirsk Oblast, Russia",,
OVD,LEAS,Asturias Airport (Oviedo Airport),"Oviedo, Asturias, Spain",,
OVE,KOVE,Oroville Municipal Airport,"Oroville, California, United States",,
OVG,FAOB,Air Force Base Overberg[1],"Bredasdorp, South Africa",,
OVL,SCOV,El Tuqui Airport[1],"Ovalle, Chile",,
OVR,SAZF,Olavarría Airport,"Olavarría, Buenos Aires, Argentina",,
OVS,USHS,Sovetsky Airport,"Sovetsky, Khanty-Mansi Autonomous Okrug, Russia",,
OWA,KOWA,Owatonna Degner Regional Airport,"Owatonna, Minnesota, United States",,
OWB,KOWB,Owensboro–Daviess County Airport,"Owensboro, Kentucky, United States",,
OWD,KOWD,Norwood Memorial Airport,"Norwood, Massachusetts, United States",,
OWE,,Owendo Airport[1],"Owendo, Gabon",,
OWK,KOWK,Central Maine Airport of Norridgewock,"Norridgewock, Maine, United States",,
OXB,GGOV,Osvaldo Vieira International Airport,"Bissau, Guinea-Bissau",,
OXC,KOXC,Waterbury–Oxford Airport,"Oxford, Connecticut, United States",,
OXD,KOXD,Miami University Airport,"Oxford, Ohio, United States",,
OXF,EGTK,Oxford Airport (London Oxford Airport),"Oxford, England, United Kingdom",,
OXO,,Orientos Airport[1],"Orientos, Queensland, Australia",,
OXR,KOXR,Oxnard Airport,"Oxnard, California, United States",,
OXY,YMNY,Morney Airport[1],"Morney, Queensland, Australia",,
OYA,SATG,Goya Airport[1],"Goya, Corrientes, Argentina",,
OYE,FOGO,Oyem Airport[1],"Oyem, Gabon",,
OYG,,Moyo Airport[1],"Moyo Town, Uganda",,
OYK,SBOI,Oiapoque Airport,"Oiapoque, Amapá, Brazil",,
OYL,HKMY,Moyale Airport[1],"Moyale, Kenya",,
OYN,YOUY,Ouyen Airport[1],"Ouyen, Victoria, Australia",,
OYO,SAZH,Tres Arroyos Airport,"Tres Arroyos, Buenos Aires, Argentina",,
OYP,SOOG,Saint-Georges-de-l'Oyapock Airport[1],"Saint-Georges-de-l'Oyapock, French Guiana",,
OZA,KOZA,Ozona Municipal Airport,"Ozona, Texas, United States",,
OZC,RPMO,Labo Airport,"Ozamiz, Philippines",,
OZG,GMAZ,Zagora Airport[1],"Zagora, Morocco",,
OZH,UKDE,Zaporizhzhia International Airport,"Zaporizhzhia, Ukraine",,
OZP,LEMO,Morón Air Base[1],"Morón de la Frontera, Andalusia, Spain",,
OZR,KOZR,Cairns Army Airfield,"Fort Novosel / Ozark, Alabama, United States",,
OZZ,GMMZ,Ouarzazate Airport,"Ouarzazate, Morocco",,
